"ZIP","Outcome","IRR","IRR_low","IRR_high","p.value","std.error","statistic"
"92508","Hospitalizations",0.765784321722827,0.265708285406873,2.20702800629085,0.621222200594693,0.540061724867322,-0.494118914433892
"92518","Hospitalizations",3.89708578125028e-11,0,Inf,0.99989899652731,189338.66076806,-0.00012658908057904
"92532","Hospitalizations",0.344277174710289,0.0731095859287304,1.62122068564364,0.177406018974105,0.790569415042094,-1.34878504697736
"92536","Hospitalizations",1.70748453983269,0.213560635764091,13.6518766360494,0.613964243458994,1.06066017177982,0.504422879623437
"92539","Hospitalizations",1.38413736368552e-11,0,Inf,0.999894634334525,189338.660768056,-0.000132056278511845
"92543","Hospitalizations",3.17805870404739,1.44384555932162,6.99524756035319,0.00407303922375386,0.402538242949707,2.87244891685548
"92544","Hospitalizations",2.36083007699156,1.0688597827119,5.21445258075564,0.0336139118784479,0.404303770031321,2.12467295238958
"92545","Hospitalizations",1.33316674313432,0.552573187810816,3.21646725575088,0.522219373486919,0.449358517136459,0.639928055284226
"92548","Hospitalizations",1.45885780885783,0.309798319985178,6.86984392480662,0.632864827280374,0.790569415042094,0.4776984786667
"92549","Hospitalizations",1.25995240011129e-11,0,Inf,0.999894238199526,189338.660768057,-0.000132552760110197
"92551","Hospitalizations",0.259401768444325,0.0550857195110422,1.221537597572,0.0878513981398588,0.790569415042094,-1.70684213682828
"92553","Hospitalizations",0.76960335569554,0.314592511718957,1.88271908273189,0.566136733722969,0.456435464587639,-0.573750375785297
"92555","Hospitalizations",0.512980590588191,0.167819101876143,1.56805204758171,0.24163787014268,0.570087712549569,-1.17090274872366
"92557","Hospitalizations",0.505179465102521,0.175284823268733,1.45595201684978,0.206094801993338,0.540061724867322,-1.26437683871255
"92561","Hospitalizations",2.54722264707865e-11,0,Inf,0.999897204601657,189338.660768055,-0.000128834926350402
"92562","Hospitalizations",0.432508907181037,0.150069930775978,1.24651190164258,0.12067260853449,0.540061724867322,-1.55195659975708
"92563","Hospitalizations",1.02486353711792,0.442299441649105,2.3747379508273,0.954320532115853,0.428746462856273,0.0572820334061048
"92567","Hospitalizations",4.50294290513762e-12,0,Inf,0.999889902235314,189338.660768054,-0.000137987085405602
"92570","Hospitalizations",0.736794945583938,0.284273930083757,1.90966083902977,0.529609670270811,0.485912657903775,-0.628601970030816
"92571","Hospitalizations",0.156064535434644,0.0331413593520626,0.734916723291117,0.0187959087510257,0.790569415042094,-2.3495541735518
"92582","Hospitalizations",1.0324377529474,0.337756982664763,3.15590133859365,0.955344819332659,0.570087712549569,0.0559962188811848
"92583","Hospitalizations",0.27869229627431,0.0591821935313824,1.31237778406206,0.10607057378843,0.790569415042094,-1.61610980921957
"92584","Hospitalizations",0.73404241455406,0.283211934723676,1.90252669574136,0.524577897771706,0.485912657903775,-0.636304614650259
"92585","Hospitalizations",0.636457627118653,0.191653666908076,2.11359541224848,0.460607160526674,0.612372435695794,-0.737847441448469
"92586","Hospitalizations",2.66271079366721,1.0710371354032,6.6197786578546,0.0350605947706831,0.464660188642293,2.10765786088463
"92587","Hospitalizations",0.510703405505394,0.108451321352661,2.4049312183729,0.395337552034685,0.790569415042094,-0.849977578510316
"92590","Hospitalizations",9.42990999535187e-12,0,Inf,0.999893017080777,189338.660768054,-0.000134083205515699
"92591","Hospitalizations",0.225271758692682,0.0478379811653737,1.06081745149451,0.0593915187738852,0.790569415042093,-1.8852838989602
"92592","Hospitalizations",0.405979328580437,0.147219476543523,1.11954762443335,0.0815482183444478,0.517549169506766,-1.7417727408629
"92595","Hospitalizations",0.680173163309674,0.222515337775261,2.07911749685295,0.499008829903814,0.570087712549569,-0.676050110921799
"92596","Hospitalizations",1.31158557539161e-12,0,Inf,0.999884704215434,189338.660768053,-0.000144501837272613
"92860","Hospitalizations",0.371527228114617,0.0788963190242447,1.74954272819893,0.210413094836141,0.790569415042095,-1.25243034489212
"92879","Hospitalizations",0.673909365001242,0.24437841281272,1.85840405054279,0.445728895561638,0.517549169506766,-0.762554890736697
"92881","Hospitalizations",0.1565355499233,0.0195784095149566,1.25155101955912,0.080392521178875,1.06066017177982,-1.74841309976472
"92882","Hospitalizations",0.338248540750888,0.11065636275759,1.03394032181179,0.0572474471919515,0.570087712549569,-1.90141675077841
"92883","Hospitalizations",0.120137058176142,0.0150259319627214,0.960533615021366,0.0457245298277542,1.06066017177982,-1.99792741621951
